id,author,year,type,title,url,language,container_title,volume,issue,page,version,editor,collection_title,collection_number,publisher
shao1990,Shao Wenzhang | Liu Zongxiang,1990,article-journal,"Preliminary studies on the temperature in the surface layer of Guozha Glacier and Chongce Ice Cap in the West Kunlun Mountains, China",https://web.seppyo.org/bgr/pdf/8/BGR8P87.PDF,en,Bulletin of Glacier Research,8,,87-91,,,,,
sharp1951,Robert P. Sharp,1951,article-journal,"Thermal regimen of firn on Upper Seward Glacier, Yukon Territory, Canada",https://doi.org/10.3189/S0022143000026460,en,Journal of Glaciology,1,9,476-487,,,,,
shiraiwa2001,Takayuki Shiraiwa | Yaroslav D. Murav’yev | Takao Kameda | Fumihiko Nishio | Yoko Toyama | Akiyoshi Takahashi | Alexander A. Ovsyannikov | Andrey N. Salamatin | Kotaro Yamagata,2001,article-journal,"Characteristics of a crater glacier at Ushkovsky volcano, Kamchatka, Russia, as revealed by the physical properties of ice cores and borehole thermometry",https://doi.org/10.3189/172756501781832061,en,Journal of Glaciology,47,158,423-432,,,,,
signer2014,Nadia Signer,2014,thesis,Analysis of ice temperatures of four selected very small glaciers in the Swiss Alps by means of modelling and ground penetrating radar,https://lean-gate.geo.uzh.ch/typo3conf/ext/qfq/Classes/Api/download.php/mastersThesis/262,en,,,,,,,,,Universität Zürich
singer1966,Е. М. Зингер [E. M. Singer] | В. С. Корякин [V. S. Koryakin] | Ю. А. Лаврушин [Yu. A. Lavrushin] | В. А. Маркин [V. A. Markin] | В. И. Михалёв [V. I. Mikhalev] | Л. С. Троицкий [L. S. Troitsky],1966,article-journal,Исследование ледников Шпицбергена Советской экспедицией летом 1965 года [Exploration of Spitsbergen glaciers by the Soviet expedition in the summer of 1965],https://geolibrary.ru/sites/default/files/2020-11/12_0.pdf#page=60,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],12,,59-72,,,,,
singer1967,Е. М. Зингер [E. M. Singer] | В. И. Михалёв [V. I. Mikhalev],1967,article-journal,Аккумуляция снега на ледниках Шпицбергена [Snow accumulation on Spitsbergen glaciers],http://geolibrary.ru/sites/default/files/2020-11/13.pdf#page=86,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],13,,86-100,,,,,
sobota2009,Ireneusz Sobota,2009,article-journal,"The near-surface ice thermal structure of the Waldemarbreen, Svalbard",https://bibliotekanauki.pl/articles/2051641,en,Polish Polar Research,30,4,317-338,,,,,
sobota2011,I. Sobota,2011,article-journal,"Snow accumulation, melt, mass loss, and the near-surface ice temperature structure of Irenebreen, Svalbard",https://doi.org/10.1016/j.polar.2011.06.003,en,Polar Science,5,3,327-336,,,,,
steffensen2001,Jørgen Peder Steffensen | Marie-Louise Siggaard-Andersen | Mia Stampe | Henrik B. Clausen,2001,article-journal,"Microparticles, soil derived chemical components and sea salt in the Hans Tausen Ice Cap ice core from Peary Land, North Greenland",https://doi.org/10.7146/moggeosci.v39i.140228,en,Meddelelser om Grønland. Geoscience,39,,,,,,,
su1998,苏珍 [Su Zhen],1998,chapter,喀喇昆仑山－昆仑山地区冰川的物理与化学性质 [Physical and chemical properties of glaciers in the Karakoram-Kunlun Mountains region],https://book.sciencereading.cn/shop/book/Booksimple/show.do?id=B828976A04419443DB3FE50FBA719BB38000,zh,喀喇昆仑山-昆仑山地区冰川与环境 [Glaciers and environment in the Karakoram-Kunlun Mountains region],,,58-82,,,青藏高原喀喇昆仑山-昆仑山地区科学考察丛书 [Scientific Expedition Series in the Karakoram-Kunlun Mountains Region of the Tibetan Plateau],,科学出版社 [Science Press]
sugiyama2019,Shin Sugiyama | Francisco J. Navarro | Takanobu Sawagaki | Masahiro Minowa | Takahiro Segawa | Yukihiko Onuma | Jaime Otero | Evgeny V. Vasilenko,2019,article-journal,"Subglacial water pressure and ice-speed variations at Johnsons Glacier, Livingston Island, Antarctic Peninsula",https://doi.org/10.1017/jog.2019.45,en,Journal of Glaciology,65,252,689-699,,,,,
sugiyama2022,Shin Sugiyama (0000-0001-5323-9558),2022,personal-communication,,,en,,,,,,,,,
sun2016,孙维君 [Sun Weijun] | 闫明 [Yan Ming] | 艾松涛 [Ai Songtao] | 朱国才 [Zhu Guocai] | 王泽民 [Wang Zemin] | 刘雷保 [Liu Leibao] | 徐跃通 [Xu Yuetong] | 任贾文 [Ren Jiawen],2016,article-journal,"北极新奥尔松地区Austre Lovénbreen冰川温度变化特征 [Ice temperature characteristics of Austre Lovénbreen in Ny-Ålesund, Arctic Region]",https://doi.org/10.13203/j.whugis20150302,zh,武汉大学学报 (信息科学版) [Geomatics and Information Science of Wuhan University],41,1,79-85,,,,,
sun2021,Huan Sun | Ninglian Wang | Shanshan Hou,2021,article-journal,"Twentieth century warming reflected by the Malan Glacier borehole temperatures, northern Tibetan Plateau",https://doi.org/10.1080/15230430.2021.1974667,en,"Arctic, Antarctic, and Alpine Research",53,1,227-236,,,,,
suter2001,Stephan Suter | Martin Laternser | Wilfried Haeberli | Regula Frauenfelder | Martin Hoelzle,2001,article-journal,Cold firn and ice of high-altitude glaciers in the Alps: measurements and distribution modelling,https://doi.org/10.3189/172756501781832566,en,Journal of Glaciology,47,156,85-96,,,,,
suter2002,Stephan Suter | Hans-Erwin Minor | Atsumu Ohmura,2002,thesis,"Cold firn and ice in the Monte Rosa and Mont Blanc areas: spatial occurrence, surface energy balance and climatic evidence",https://doi.org/10.3929/ethz-a-004288434,en,,,,,,,,,Eidgenössische Technische Hochschule (ETH) Zürich
takeuchi2004,Nozomu Takeuchi | Akiyoshi Takahashi | Jun Uetake | Tetsuya Yamazaki | Vladimir B. Aizen | Daniel Joswiak | Arzhan Surazakov | Stanislav Nikitin,2004,article-journal,A report on ice core drilling on the western plateau of Mt. Belukha in the Russian Altai Mountains in 2003,https://doi.org/10.15094/00002977,en,Polar Meteorology and Glaciology,18,,121-133,,,,,National Institute of Polar Research
takeuchi2008,Nozomu Takeuchi | Masayoshi Nakawo | Hideaki Narita | Jiankang Han,2008,article-journal,"Miaoergou Glaciers in the Kalik Mountains, western China: Report of a reconnaissance for future ice core drilling and biological study",https://web.seppyo.org/bgr/pdf/26/BGR26P33.pdf,en,Bulletin of Glaciological Research,26,,33-40,,,,,
takeuchi2014,Nozomu Takeuchi | Koji Fujita | Vladimir B. Aizen | Chiyuki Narama | Yusuke Yokoyama | Sachiko Okamoto | Kazuhiro Naoki | Jumpei Kubota,2014,article-journal,The disappearance of glaciers in the Tien Shan Mountains in Central Asia at the end of Pleistocene,https://doi.org/10.1016/j.quascirev.2014.09.006,en,Quaternary Science Reviews,103,,26-33,,,,,
thompson1980,Lonnie G. Thompson,1980,article-journal,"Glaciological investigations of the tropical Quelccaya Ice Cap, Peru",https://doi.org/10.3189/S0022143000010297,en,Journal of Glaciology,25,91,69-84,,,,,
thompson1990,L. G. Thompson | E. Mosley-Thompson | M. E. Davis | J. F. Bolzan | J. Dai | L. Klein | N. Gundestrup | T. Yao | X. Wu | Z. Xie,1990,article-journal,"Glacial stage ice-core records from the subtropical Dunde Ice Cap, China",https://doi.org/10.3189/S0260305500008776,en,Annals of Glaciology,14,,288-297,,,,,
thompson1993,L. G. Thompson | E. Mosley-Thompson | M. Davis | P. N. Lin | T. Yao | M. Dyurgerov | J. Dai,1993,article-journal,“Recent warming”: ice core evidence from tropical ice cores with emphasis on Central Asia,https://doi.org/10.1016/0921-8181(93)90046-Q,en,Global and Planetary Change,7,1-3,145-156,,,,,
thompson1995,L. G. Thompson | E. Mosley-Thompson | M. E. Davis | P. N. Lin | J. Dai | J. F. Bolzan | T. Yao,1995,article-journal,"A 1000 year climate ice-core record from the Guliya ice cap, China: its relationship to global climate variability",https://doi.org/10.3189/S0260305500015780,en,Annals of Glaciology,21,,175-181,,,,,
thompson1995a,L. G. Thompson | E. Mosley-Thompson | M. E. Davis | P. -N. Lin | K. A. Henderson | J. Cole-Dai | J. F. Bolzan | K.-b. Liu,1995,article-journal,"Late glacial stage and Holocene tropical ice core records from Huascarán, Peru",https://doi.org/10.1126/science.269.5220.46,en,Science,269,5220,46-50,,,,,American Association for the Advancement of Science
thompson2000,L. G. Thompson | T. Yao | E. Mosley-Thompson | M. E. Davis | K. A. Henderson | P.-N. Lin,2000,article-journal,A high-resolution millennial record of the South Asian monsoon from Himalayan ice cores,https://doi.org/10.1126/science.289.5486.1916,en,Science,289,5486,1916-1919,,,,,American Association for the Advancement of Science
thompson2002,Lonnie G. Thompson | Ellen Mosley-Thompson | Mary E. Davis | Keith A. Henderson | Henry H. Brecher | Victor S. Zagorodnov | Tracy A. Mashiotta | Ping-Nan Lin | Vladimir N. Mikhalenko | Douglas R. Hardy | Jürg Beer,2002,article-journal,Kilimanjaro ice core records: Evidence of Holocene climate change in tropical Africa,https://doi.org/10.1126/science.1073198,en,Science,298,5593,589-593,,,,,American Association for the Advancement of Science
thompson2004,Lonnie G. Thompson | E. S. Mosley-Thompson | V. Zagorodnov | M. E. Davis | T. A. Mashiotta | P. Lin,2004,speech,1500 years of annual climate and environmental variability as recorded in Bona-Churchill (Alaska) ice cores,https://ui.adsabs.harvard.edu/abs/2004AGUFMPP23C..05T,en,"American Geophysical Union, Fall Meeting 2004",,,,,,,,
thompson2006,Lonnie G. Thompson | Yao Tandong | Mary E. Davis | Ellen Mosley-Thompson | Tracy A. Mashiotta | Ping-Nan Lin | Vladimir N. Mikhalenko | Victor S. Zagorodnov,2006,article-journal,Holocene climate variability archived in the Puruogangri Ice Cap on the central Tibetan Plateau,https://doi.org/10.3189/172756406781812357,en,Annals of Glaciology,43,,61-69,,,,,Cambridge University Press
thompson2015,Lonnie G. Thompson,2015,document,Curriculum vitae,https://research.bpcrc.osu.edu/Icecore/vitae/lgt_cv_old_format_2015.pdf,en,,,,,,,,,
thompson2018,Lonnie G. Thompson | Tandong Yao | Mary E. Davis | Ellen Mosley-Thompson | Guangjian Wu | Stacy E. Porter | Baiqing Xu | Ping-Nan Lin | Ninglian Wang | Emilie Beaudon | Keqin Duan | M. Roxana Sierra-Hernández | Donald V. Kenny,2018,article-journal,"Ice core records of climate variability on the Third Pole with emphasis on the Guliya ice cap, western Kunlun Mountains",https://doi.org/10.1016/j.quascirev.2018.03.003,en,Quaternary Science Reviews,188,,1-14,,,,,
thompson2022,Lonnie G. Thompson (0000-0001-5371-2579),2022,personal-communication,,,en,,,,,,,,,
thompson2023,Lonnie G. Thompson | Ellen Mosley-Thompson | Forrest Schoessow | Mary E. Davis | M. Roxana Sierra-Hernández | Emilie Beaudon,2023,article-journal,"The challenges, successes, and preliminary status report on the 2019 recovery of ice cores from Nevado Huascarán, Earth’s highest tropical mountain",https://byrd.osu.edu/sites/default/files/2023-10/Thompsons%20et%20al.%20-%20Revista%208-3.pdf,en,Revista de Glaciares y Ecosistemas de Montaña,8,,31-42,,,,,
thomsen1996,Henrik Højmark Thomsen | Niels Reeh | Ole B. Olesen | Peter Jonsson,1996,article-journal,"Glacier and climate research on Hans Tausen Iskappe, North Greenland – 1995 glacier basin activities and preliminary results",https://doi.org/10.34194/bullggu.v172.6749,en,Bulletin Grønlands Geologiske Undersøgelse,172,,78-84,,,,,
trabant1975,Dennis Trabant | W. D. Harrison | Carl Benson,1975,chapter,"Thermal regime of McCall Glacier, Brooks Range, Northern Alaska",,en,"Climate of the Arctic: Twenty-Fourth Alaska Science Conference, August 15-17, 1973: Fairbanks",,,347-349,,Gunter Weller | S. A. Bowling,,,University of Alaska > Geophysical Institute
tsushima2021,Akane Tsushima | Morihiro Miyahara | Tetsuhide Yamasaki | Nao Esashi | Yota Sato | Rijan B. Kayastha | Ang J. B. Lama Sherpa | Masaki Sano | Koji Fujita,2021,article-journal,Ice core drilling on a high-elevation accumulation zone of Trambau Glacier in the Nepal Himalaya,https://doi.org/10.1017/aog.2021.15,en,Annals of Glaciology,62,85-86,353-359,,,,,
tsvetkov2023,А. В. Цветков [Aleksey Tsvetkov],2023,map,Неофициальный перечень высокогорных перевалов [Unofficial list of high mountain passes],https://map.g-utka.ru,ru,,,,,,,,,
tsykina1963,Г. А. Цыкинаи [G. A. Tsykina] | Е. Н. Вилесов [E. N. Vilesov],1963,chapter,О температурном режиме Ледника Туюксу Центральный [About the temperature regime of the Central Tuyuksu Glacier],http://geolibrary.ru/sites/default/files/2020-11/IslLedLegnR_3.pdf#page=56,ru,Исследования ледников и ледниковых районов [Research on glaciers and glacial areas],3,,56-66,,Г. А. Авсюк [G. A. Avsyuk],,,Акаде́мия нау́к СССР [Academy of Sciences of the USSR]
uchida1996,Tsutomu Uchida | Kokichi Kamiyama | Yoshiyuki Fujii | Akiyoshi Takahashi | Toshitaka Suzuki | Yoshitaka Yoshimura | Makoto Igarashi | Okitsugu Watanabe,1996,article-journal,"Ice core analyses and borehole temperature measurements at the drilling site on Asgardfonna, Svalbard, in 1993",https://nipr.repo.nii.ac.jp/records/2300,en,Memoirs of National Institute of Polar Research: Special issue,51,,377-386,,,,,National Institute of Polar Research
urmann2009,David Urmann,2009,thesis,Decadal scale climate variability during the last millennium as recorded by the Bona Churchill and Quelccaya ice cores,https://etd.ohiolink.edu/acprod/odb_etd/ws/send_file/send?accession=osu1237853800,en,,,,,,,,,The Ohio State University
vallot1913,Joseph Vallot,1913,paper-conference,"Valeur et variation de la temperature profonde du glacier, au mont Blanc [Value and variation of the deep temperature of the glacier, at Mont Blanc]",https://gallica.bnf.fr/ark:/12148/bpt6k3109m/f1577.item,fr,Comptes rendus hebdomadaires des séances de l’Académie des Sciences [Weekly reports of the sessions of the Academy of Sciences],156,,1575-1578,,,,,Imprimerie Gauthier-Villars
vandewal2002,Roderik S. W. van de Wal | Robert Mulvaney | Elisabeth Isaksson | John C. Moore | Jean Francis Pinglot | Veijo A. Pohjola | Martijn P. A. Thomassen,2002,article-journal,"Reconstruction of the historical temperature trend from measurements in a medium-length borehole on the Lomonosovfonna plateau, Svalbard",https://doi.org/10.3189/172756402781816979,en,Annals of Glaciology,35,,371-378,,,,,
vantricht2021,Lander Van Tricht | Philippe Huybrechts | Jonas Van Breedam | Johannes J. Fürst | Oleg Rybak | Rysbek Satylkanov | Bakyt Ermenbaiev | Victor Popovnin | Robbe Neyns | Chloë Marie Paice | Philipp Malz,2021,article-journal,"Measuring and inferring the ice thickness distribution of four glaciers in the Tien Shan, Kyrgyzstan",https://doi.org/10.1017/jog.2020.104,en,Journal of Glaciology,67,262,269-286,,,,,
vasilenko1988,Е. В. Василенко [E. V. Vasilenko],1988,article-journal,Строение Ледника Давыдова по данным радиозондирования и термобурения [Structure of the Davydov Glacier according to radio sounding and thermal drilling data],http://geolibrary.ru/sites/default/files/2020-12/62.pdf#page=209,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],62,,208-214,,,,,
vilesov1962,Е. Н. Вилесов [E. N. Vilesov],1962,book,Температура льда: Стационарные наблюдения [Ice temperature: Stationary observations],http://geolibrary.ru/sites/default/files/2024-02/%D0%97%D0%B0%D0%B8%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D0%90%D0%BB%D0%B0%D1%82%D0%B0%D1%83.%20%D0%A2%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0%20%D0%BB%D1%8C%D0%B4%D0%B0.%20%D0%92%D1%8B%D0%BF.1.pdf,ru,,1,,,,,Материалы Гляциологических Исследований: Тянь-Шань Заилийский Алатау [Data of Glaciological Studies: Tien Shan Trans-Ili Alatau],,Акаде́мия нау́к СССР > Институт Географии [Academy of Sciences of the USSR > Institute of Geography]
vilesov1962a,Е. Н. Вилесов [E. N. Vilesov],1962,book,Температура льда: Стационарные наблюдения [Ice temperature: Stationary observations],,ru,,2,,,,,Материалы Гляциологических Исследований: Тянь-Шань Заилийский Алатау [Data of Glaciological Studies: Tien Shan Trans-Ili Alatau],,Акаде́мия нау́к СССР > Институт Географии [Academy of Sciences of the USSR > Institute of Geography]
vilesov1962b,Е. Н. Вилесов [E. N. Vilesov],1962,book,Температура льда: Стационарные наблюдения [Ice temperature: Stationary observations],,ru,,3,,,,,Материалы Гляциологических Исследований: Тянь-Шань Заилийский Алатау [Data of Glaciological Studies: Tien Shan Trans-Ili Alatau],,Акаде́мия нау́к СССР > Институт Географии [Academy of Sciences of the USSR > Institute of Geography]
vincent2007,Christian Vincent | Emmanuel Le Meur | Delphine Six | Philippe Possenti | Eric Lefebvre | Martin Funk,2007,article-journal,"Climate warming revealed by englacial temperatures at Col du Dôme (4250 m, Mont Blanc area)",https://doi.org/10.1029/2007GL029933,en,Geophysical Research Letters,34,16,,,,,,
vincent2020,Christian Vincent | Adrien Gilbert | Bruno Jourdain | Luc Piard | Patrick Ginot | Vladimir Mikhalenko | Philippe Possenti | Emmanuel Le Meur | Olivier Laarman | Delphine Six,2020,article-journal,Strong changes in englacial temperatures despite insignificant changes in ice thickness at Dôme du Goûter Glacier (Mont Blanc area),https://doi.org/10.5194/tc-14-925-2020,en,The Cryosphere,14,3,925-934,,,,,
vinther2008,B. M. Vinther | H. B. Clausen | D. A. Fisher | R. M. Koerner | S. J. Johnsen | K. K. Andersen | D. Dahl‐Jensen | S. O. Rasmussen | J. P. Steffensen | A. M. Svensson,2008,article-journal,Synchronizing ice cores from the Renland and Agassiz ice caps to the Greenland ice core chronology,https://doi.org/10.1029/2007JD009143,en,Journal of Geophysical Research: Atmospheres,113,D8,,,,,,
wang1983,王立伦 [Wang Lilun] | 刘潮海 [Liu Chaohai] | 康兴成 [Kang Xingcheng] | 尤根祥 [You Genxiang],1983,article-journal,我国阿尔泰山现代冰川的基本特征——以哈拉斯冰川为例 [Fundamental features of modern glaciers in the Altay Shan of China —— Taking Halasi Glacier as an example],https://doi.org/10.7522/j.issn.1000-0240.1983.0061,zh,冰川冻土 [Journal of Glaciology and Geocryology],5,4,27-38,,,,,
wang1987,王文颖 [Wang Wenying],1987,chapter,Existing glaciers and their variations in the northeastern part of the Qinghai-Xizang Plateau,,en,Reports on the northeastern part of the Qinghai-Xizang (Tibet) Plateau by Sino-W. German Scientific Expedition,,,22-37,,Jürgen Hövermann | 王文颖 [Wang Wenying],,,Science Press
wang2005,Wang Ninglian | Pu Jianchen,2005,article-journal,Strong influence of geothermal heat on the physical properties of glacier ice in the Tibetan Plateau,https://doi.org/10.3189/S0022143000215207,en,Journal of Glaciology,51,172,177-178,,,,,
wang2017,Puyu Wang | Zhongqin Li | Huilin Li | Wenbin Wang | Ping Zhou | Lin Wang,2017,article-journal,"Characteristics of a partially debris-covered glacier and its response to atmospheric warming in Mt. Tomor, Tien Shan, China",https://doi.org/10.1016/j.gloplacha.2017.10.006,en,Global and Planetary Change,159,,11-24,,,,,
wang2018,Yuzhe Wang | Tong Zhang | Jiawen Ren | Xiang Qin | Yushuo Liu | Weijun Sun | Jizu Chen | Minghu Ding | Wentao Du | Dahe Qin,2018,article-journal,"An investigation of the thermomechanical features of Laohugou Glacier No. 12 on Qilian Shan, western China, using a two-dimensional first-order flow-band ice flow model",https://doi.org/10.5194/tc-12-851-2018,en,The Cryosphere,12,3,851-866,,,,,
watanabe1984,Okitsugu Watanabe | Shuhei Takenaka | Hajime Iida | Kokichi Kamiyama | Khadga B. Thapa | Dhruba D. Mulmi,1984,article-journal,"First results from Himalayan Glacier Boring Project in 1981-1982: Part I. Stratigraphic analyses of full-depth cores from Yala Glacier, Langtang Himal, Nepal",https://web.seppyo.org/bgr/pdf/2/BGR2P7.PDF,en,Bulletin of Glacier Research,2,,7-23,,,,,
watanabe2001,Okitsugu Watanabe | Hideaki Motoyama | Makoto Igarashi | Kokichi Kamiyama | Sumito Matoba | Kumiko Goto-Azuma | Hideki Narita | Takao Kameda,2001,article-journal,"Studies on climatic and environmental changes during the last few hundred years using ice cores from various sites in Nordaustlandet, Svalbard (scientific paper)",https://kitami-it.repo.nii.ac.jp/records/7220,en,Memoirs of National Institute of Polar Research: Special Issue,54,,227-242,,,,,National Institute of Polar Research
watts1997,Len G. Watts | Julian A. Dowdeswell | Tavi Murray,1997,article-journal,"The dynamics of Austfonna, Svalbard: two dimensional modelling of ice motion over a deformable substrate",http://geolibrary.ru/sites/default/files/2021-01/83.pdf#page=11,en,Материалы Гляциологических Исследований [Data of Glaciological Studies],83,,10-21,,,,,
weller2007,Gunter Weller | Matt Nolan | Gerd Wendler | Carl Benson | Keith Echelmeyer | Norbert Untersteiner,2007,article-journal,Fifty years of McCall Glacier research: From the International Geophysical Year 1957–58 to the International Polar Year 2007–08,https://doi.org/10.14430/arctic280,en,ARCTIC,60,1,101-110,,,,,
wild1842,Johannes Wild | H. Nicolet | Louis Agassiz,1842,map,Carte du glacier inférieur de l'Aar,https://doi.org/10.3931/e-rara-35661,fr,,,,,,,,,A. Sonrel
wilson2012,Nat Wilson,2012,thesis,Characterization and interpretation of polythermal structure in two subarctic glaciers,https://summit.sfu.ca/item/12553,en,,,,,,,,,Simon Fraser University
wilson2013,Nat J. Wilson | Gwenn E. Flowers | Laurent Mingo,2013,article-journal,Comparison of thermal structure and evolution between neighboring subarctic glaciers,https://doi.org/10.1002/jgrf.20096,en,Journal of Geophysical Research: Earth Surface,118,3,1443-1459,,,,,American Geophysical Union
wu2003,邬光剑 [Wu Guangjian] | 姚檀栋 [Yao Tandong] | 徐柏青 [Xu Baiqing] | 李真 [Li Zhen] | 保翰璋 [Bao Hanzhang],2003,article-journal,"慕士塔格冰芯钻孔温度测量结果 [Ice-core borehole temperature in the Muztagh Ata, East Pamirs]",https://doi.org/10.7522/j.issn.1000-0240.2003.0119,zh,冰川冻土 [Journal of Glaciology and Geocryology],25,6,676-679,,,,,
yang2018,Ji‐Woong Yang | Yeongcheol Han | Anaïs J. Orsi | Seong‐Joong Kim | Hyangsun Han | Yeongjun Ryu | Youngjoon Jang | Jangil Moon | Taejin Choi | Soon Do Hur | Jinho Ahn,2018,article-journal,"Surface temperature in Twentieth Century at the Styx Glacier, northern Victoria Land, Antarctica, from borehole thermometry",https://doi.org/10.1029/2018GL078770,en,Geophysical Research Letters,45,18,9834-9842,,,,,
yao1992,姚檀栋 [Yao Tandong] | 焦克勤 [Jiao Keqin] | 章新平 [Zhang Xinping] | 杨志红 [Yang Zhihong] | L. G. Thompson,1992,article-journal,古里雅冰帽冰川学研究 [Glaciologic studies on Guliya Ice Cap],https://doi.org/10.7522/j.issn.1000-0240.1992.0037,zh,冰川冻土 [Journal of Glaciology and Geocryology],14,3,233-241,,,,,
yao2002,Yao Tandong | Duan Keqin | Xu Baiqing | Wang Ninglian | Pu Jianchen | Kang Shichang | Qin Xiang | Lonnie G. Thompson,2002,article-journal,Temperature and methane changes over the past 1000 years recorded in Dasuopu Glacier (central Himalaya) ice core,https://doi.org/10.3189/172756402781816997,en,Annals of Glaciology,35,,379-383,,,,,Cambridge University Press
zagorodnov1981,В. С. Загороднов [V. S. Zagorodnov],1981,article-journal,Исследование строения и температурного режима Шпицбергенских ледников с помощью термобурения [Study of the structure and temperature regime of Svalbard glaciers using thermal drilling],http://geolibrary.ru/sites/default/files/2020-12/41.pdf#page=196,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],41,,196-202,,,,,
zagorodnov1981a,В. С. Загороднов [V. S. Zagorodnov] | И. А. Зотиков [I. A. Zotikov],1981,article-journal,Керновое бурение на Шпицбергене [Core drilling in Svalbard],http://geolibrary.ru/sites/default/files/2020-12/40.pdf#page=154,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],40,,157-163,,,,,
zagorodnov1989,В. С. Загороднов [V. S. Zagorodnov],1989,article-journal,Температурный режим Ледника Академии Наук на Северной Земле [Temperature regime of the Academy of Sciences Glacier on Severnaya Zemlya],http://geolibrary.ru/sites/default/files/2020-12/65.pdf#page=135,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],65,,134-138,,,,,
zagorodnov1990,Victor Zagorodnov | Serge Arkhipov,1990,article-journal,"Studies of structure, composition and temperature regime of sheet glaciers of Svalbard and Severnaya Zemlya: methods and outcomes",https://web.seppyo.org/bgr/pdf/8/BGR8P19.PDF,en,Bulletin of Glacier Research,8,,19-28,,,,,
zagorodnov1990a,В. С. Загороднов [V. S. Zagorodnov] | С. А. Синькевич [S. A. Sinkevich] | С. М. Архипов [S. M. Arkhipov],1990,article-journal,"Гидротермический режим ледораздельной области Восточного Ледяного Поля, О.Северо-Восточная Земля [Hydrothermal regime of the ice-divide area of Austfonna, Nordaustlandet]",http://geolibrary.ru/sites/default/files/2020-12/68.pdf#page=134,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],68,,133-141,,,,,
zagorodnov1992,В. С. Загороднов [V. S. Zagorodnov] | С. М. Архипов [S. M. Arkhipov] | А. Б. Бажев [A. B. Bazhev] | Т. А. Востокова [T. A. Vostokova] | П. А. Королев [P. A. Korolev] | О. В. Рототаева [O. V. Rototaeva] | С. А. Синькевич [S. A. Sinkevich] | И. Ф. Хмелевской [I. F. Khmelevskoy],1992,article-journal,"Строение, состав и гидротермическии режим ледника Гарабаши на Эльбрус [Structure, composition and hydrothermal regime of the Garabashi Glacier at Elbrus]",http://geolibrary.ru/sites/default/files/2020-12/73.pdf#page=110,ru,Материалы Гляциологических Исследований [Data of Glaciological Studies],73,,109-117,,,,,
zagorodnov2005,V. Zagorodnov | L. G. Thompson | P. Ginot | V. Mikhalenko,2005,article-journal,Intermediate-depth ice coring of high-altitude and polar glaciers with a lightweight drilling system,https://doi.org/10.3189/172756505781829269,en,Journal of Glaciology,51,174,491-501,,,,,
zagorodnov2006,V. Zagorodnov | O. Nagornov | L. G. Thompson,2006,article-journal,Influence of air temperature on a glacier’s active-layer temperature,https://doi.org/10.3189/172756406781812203,en,Annals of Glaciology,43,,285-291,,,,,
zagorodnov2012,V. Zagorodnov | O. Nagornov | T. A. Scambos | A. Muto | E. Mosley-Thompson | E. C. Pettit | S. Tyuflin,2012,article-journal,"Borehole temperatures reveal details of 20th century warming at Bruce Plateau, Antarctic Peninsula",https://doi.org/10.5194/tc-6-675-2012,en,The Cryosphere,6,3,675-686,,,,,
zhang1993,张万昌 [Zhang Wanchang] | Han Jiankang | Xie Zichu | Wang Xiaojun | Albert Lluberas | Kumiko Goto-Azuma,1993,article-journal,"A preliminary study of ice texture and fabric on an ice core to the bedrock extracted from Glacier No. 1 at the headwater of Ulumqi River, Tianshan, China",https://web.seppyo.org/bgr/pdf/11/BGR11P9.PDF,en,Bulletin of Glacier Research,11,,9-15,,,,,
zhang2013,Tong Zhang | Cunde Xiao | William Colgan | Xiang Qin | Wentao Du | Weijun Sun | Yushuo Liu | Minghu Ding,2013,article-journal,"Observed and modelled ice temperature and velocity along the main flowline of East Rongbuk Glacier, Qomolangma (Mount Everest), Himalaya",https://doi.org/10.3189/2013JoG12J202,en,Journal of Glaciology,59,215,438-448,,,,,
zhang2022,Tong Zhang,2022,personal-communication,,,en,,,,,,,,,
zhou1990,周韬 [Zhou Tao],1990,article-journal,西昆仑山崇测冰帽温度分布研究 [Study on temperature distribution of Chongce ice cap in West Kunlun Mountains],https://doi.org/10.1360/csb1990-35-3-212,zh,科学通报 [Chinese Science Bulletin],35,3,212-215,,,,,Science China Press
