borehole_id,id,source_id,measurement_origin,date_min,date_max,time,utc_offset,equilibrium,notes
414,1,han1995,digitized-continuous,1992-05-20,1992-05-29,,,,
414,2,han1995,digitized-continuous,1992-07-20,1992-07-29,,,,
414,3,han1995,digitized-continuous,1992-09-20,1992-09-29,,,,
414,4,han1995,digitized-continuous,1992-11-07,1992-11-07,,,,
415,1,han1995,digitized-continuous,1992-05-01,1992-05-31,,,,
415,2,han1995,digitized-continuous,1992-07-28,1992-07-28,,,,
415,3,han1995,digitized-continuous,1992-08-01,1992-09-30,,,,
415,4,han1995,digitized-continuous,1992-11-08,1992-11-08,,,,
416,1,zagorodnov1992,digitized-discrete,1987-01-01,1988-12-31,,,,
419,1,goel2017,published,2012-12-01,2014-02-28,,,true,
420,1,motoyama2008,published,1999-05-16,1999-05-18,,,,measurement_origin: Originally published in watanabe2001 (Figure 5)
421,1,barandun2023,submitted,2013-08-26,2013-08-26,15:00:00,6,true,
421,2,barandun2023,submitted,2014-08-29,2014-08-29,15:20:00,6,true,
421,3,barandun2023,submitted,2015-06-08,2015-06-08,,,true,
421,4,barandun2023,submitted,2016-07-16,2016-07-16,,,true,
421,5,barandun2023,submitted,2017-07-09,2017-07-09,,,true,
422,1,barandun2024,submitted,2013-08-17,2013-08-17,,,true,
423,1,gagliardini2023,submitted,2016-07-26,2016-07-26,,,true,
423,2,gagliardini2023,submitted,2016-09-02,2016-09-02,,,true,
423,3,gagliardini2023,submitted,2017-08-22,2017-08-22,,,true,
423,4,gagliardini2023,submitted,2018-11-29,2018-11-29,,,true,
423,5,gagliardini2023,submitted,2019-10-01,2019-10-01,,,true,
424,1,gagliardini2023,submitted,2016-07-26,2016-07-26,,,true,
424,2,gagliardini2023,submitted,2016-09-02,2016-09-02,,,true,
424,3,gagliardini2023,submitted,2017-08-22,2017-08-22,,,true,
424,4,gagliardini2023,submitted,2018-11-29,2018-11-29,,,true,
424,5,gagliardini2023,submitted,2019-10-01,2019-10-01,,,true,
425,1,gagliardini2023,submitted,2016-07-26,2016-07-26,,,true,
425,2,gagliardini2023,submitted,2016-09-02,2016-09-02,,,true,
425,3,gagliardini2023,submitted,2017-08-22,2017-08-22,,,true,
425,4,gagliardini2023,submitted,2019-10-01,2019-10-01,,,true,
426,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
426,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
427,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
427,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
429,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
429,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
430,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
430,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
431,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
431,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
432,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
432,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
433,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
433,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
434,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
434,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
435,1,gagliardini2023,submitted,2022-12-02,2022-12-02,,,true,
435,2,gagliardini2023,submitted,2023-07-27,2023-07-27,,,true,
436,1,suter2002,digitized-discrete,1998-06-15,1998-06-29,,,estimated,
437,1,suter2002,digitized-discrete,2000-01-27,2000-01-27,,,true,
438,1,suter2002,digitized-discrete,2000-08-24,2000-08-26,,,true,depth: Limited to first 25 m since water-filled below | label: CG00-A/00 in hoelzle2011
439,1,zagorodnov1981,digitized-discrete,1980-04-01,1980-07-31,,,true,measurement_origin: Temperature at bed published separately in text
440,1,zagorodnov1981,digitized-discrete,1980-04-01,1980-07-31,,,,
441,1,zagorodnov1981,published,1980-05-02,1980-05-02,,,true,
442,1,zagorodnov1981,digitized-discrete,1980-04-01,1980-07-31,,,,
443,1,zagorodnov1981,digitized-continuous,1980-05-26,1980-05-26,,,,
443,2,zagorodnov1981,digitized-continuous,1980-06-07,1980-06-07,,,,
443,3,zagorodnov1981,digitized-continuous,1980-06-12,1980-06-12,,,,
444,1,zagorodnov1981a,digitized-discrete,1976-06-01,1976-06-30,,,,"measurement_origin: Digitized from Figure 4, which does not exactly match the values in the text (-0.27 °C at 17 m, -0.16 °C at 32.4 m, -0.38 °C at 83 m)"
445,1,macheret1985,published,1979-07-01,1979-07-31,,,true,
446,1,macheret1985,published,1981-07-01,1981-07-31,,,true,
447,1,thompson2022,submitted,1993-01-01,1993-12-31,,,false,
448,1,thompson2022,submitted,2003-07-13,2003-09-10,,,,date_min/date_max: thompson2015
449,1,thompson2022,submitted,1997-10-03,1997-10-03,,,,
450,1,thompson2022,submitted,2000-01-01,2000-02-29,,,,
451,1,thompson2022,submitted,2006-10-10,2006-10-10,,,,
452,1,thompson2022,submitted,2000-08-04,2000-08-07,,,,
453,1,takeuchi2004,digitized-discrete,2003-08-04,2003-08-06,,,,
454,1,thompson1980,digitized-discrete,1976-01-01,1976-12-31,,,,
455,1,urmann2009,published,2002-04-30,2002-06-10,,,,"measurement_origin: Published in urmann2009, which does not match thompson2004 (-24.0 °C at 10 m, -19.8 °C at 460 m)"
456,1,an2016,published,2009-04-01,2009-04-30,,,,temperature: Depth-averaged mean -11.7 °C and mininimum -15.2 °C (depth not given)
457,1,gabrielli2010,digitized-discrete,2009-06-01,2009-06-30,,,,
458,1,gabrielli2010,digitized-discrete,2009-06-01,2009-06-30,,,,
462,1,singer1967,published,1966-07-20,1966-07-20,,,,
463,1,orvig1963,digitized-discrete,1957-10-26,1957-10-26,,,true,
463,2,orvig1963,digitized-discrete,1958-03-03,1958-03-03,,,true,
463,3,orvig1963,digitized-discrete,1958-03-31,1958-03-31,,,true,
463,4,orvig1963,digitized-discrete,1958-04-26,1958-04-26,,,true,
463,5,orvig1963,digitized-discrete,1958-07-07,1958-07-07,,,true,
464,1,vallot1913,published,1911-06-01,1911-08-31,,,,
465,1,lliboutry1976,published,1973-06-01,1973-06-30,,,,
466,1,lliboutry1976,digitized-discrete,1974-06-20,1974-06-20,,,,
467,1,trabant1975,digitized-discrete,1972-01-01,1972-12-31,,,,
468,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
469,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
470,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
471,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
472,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
473,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
474,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
475,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
476,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
477,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
478,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
479,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
480,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
481,1,trabant1975,digitized-discrete,1972-10-04,1972-10-05,,,,
482,1,baranowski1975,published,1970-05-01,1970-09-30,,,,
483,1,baranowski1975,published,1970-05-01,1970-09-30,,,,
484,1,baranowski1975,published,1970-05-01,1970-09-30,,,,
485,1,baranowski1975,published,1970-08-01,1970-09-30,,,,date_min/date_max: 'towards the end of the polar summer'
486,1,rabus2002,digitized-discrete,1971-08-25,1971-08-29,,,,
486,2,rabus2002,digitized-discrete,1972-05-09,1972-05-13,,,,
486,3,rabus2002,digitized-discrete,1972-07-14,1972-07-18,,,,
486,4,rabus2002,digitized-discrete,1972-08-14,1972-08-18,,,,
486,5,rabus2002,digitized-discrete,1972-10-12,1972-10-16,,,,
487,1,rabus2002,digitized-discrete,1995-06-28,1995-06-30,,,,
487,2,rabus2002,digitized-discrete,1995-07-04,1995-07-09,,,,
487,3,rabus2002,digitized-discrete,1995-08-13,1995-08-18,,,,
487,4,rabus2002,digitized-discrete,1996-04-29,1996-04-30,,,,
488,1,rabus2002,digitized-discrete,1995-06-28,1995-06-30,,,,
488,2,rabus2002,digitized-discrete,1995-07-04,1995-07-09,,,,
488,3,rabus2002,digitized-discrete,1995-08-13,1995-08-18,,,,
488,4,rabus2002,digitized-discrete,1996-04-29,1996-04-30,,,,
489,1,rabus2002,digitized-discrete,1995-06-28,1995-06-30,,,,
489,2,rabus2002,digitized-discrete,1995-07-04,1995-07-09,,,,
489,3,rabus2002,digitized-discrete,1995-08-13,1995-08-18,,,,
489,4,rabus2002,digitized-discrete,1996-04-29,1996-04-30,,,,
490,1,rabus2002,digitized-discrete,1995-06-28,1995-06-30,,,,
490,2,rabus2002,digitized-discrete,1995-07-04,1995-07-09,,,,
490,3,rabus2002,digitized-discrete,1995-08-13,1995-08-18,,,,
490,4,rabus2002,digitized-discrete,1996-04-29,1996-04-30,,,,
491,1,rabus2002,digitized-discrete,1995-06-28,1995-06-30,,,,
491,2,rabus2002,digitized-discrete,1995-07-04,1995-07-09,,,,
491,3,rabus2002,digitized-discrete,1995-08-13,1995-08-18,,,,
491,4,rabus2002,digitized-discrete,1996-04-29,1996-04-30,,,,
492,1,rabus2002,digitized-discrete,1995-06-28,1995-06-30,,,,
492,2,rabus2002,digitized-discrete,1995-07-04,1995-07-09,,,,
492,3,rabus2002,digitized-discrete,1995-08-13,1995-08-18,,,,
492,4,rabus2002,digitized-discrete,1996-04-29,1996-04-30,,,,
493,1,rabus2002,digitized-discrete,1995-06-28,1995-06-30,,,,
493,2,rabus2002,digitized-discrete,1995-07-04,1995-07-09,,,,
493,3,rabus2002,digitized-discrete,1995-08-13,1995-08-18,,,,
493,4,rabus2002,digitized-discrete,1996-04-29,1996-04-30,,,,
494,1,reeh2001,published,1994-01-01,1995-12-31,,,,
495,1,reeh2001,published,1994-01-01,1995-12-31,,,,
496,1,reeh2001,published,1994-01-01,1995-12-31,,,,
497,1,reeh2001,published,1994-01-01,1995-12-31,,,,
498,1,reeh2001,published,1994-01-01,1995-12-31,,,,
499,1,hooke1976,published,1973-07-01,1973-07-31,,,,
500,1,hooke1976,published,1973-07-01,1973-07-31,,,,
501,1,hooke1976,published,1973-07-01,1973-07-31,,,,
502,1,hooke1976,published,1973-07-01,1973-07-31,,,,
503,1,hooke1976,published,1973-07-01,1973-07-31,,,,
504,1,hooke1976,published,1973-07-01,1973-07-31,,,,
505,1,jarvis1974,published,1972-08-10,1972-08-10,,,estimated,[flag] equilibrium: Measured after 10 days and corrected with a cooling curve but significantly warmer than profile 2 (1973) | date_min/date_max: jarvis1973 (page 216)
505,2,clarke1976,published,1973-07-27,1973-07-27,,,,
506,1,haeberli1976,published,1975-05-01,1975-05-31,,,,
507,1,haeberli1976,published,1975-06-01,1975-08-31,,,,
508,1,haeberli1976,published,1975-06-01,1975-08-31,,,,
509,1,haeberli1976,published,1974-09-01,1974-11-30,,,false,
510,1,haeberli1976,published,1974-09-01,1974-11-30,,,,
511,1,haeberli1976,published,1974-09-01,1974-11-30,,,,
512,1,haeberli1976,published,1975-07-16,1975-07-16,,,true,
513,1,agassiz1847,published,1842-07-20,1842-08-03,,,,
514,1,markl1977,digitized-discrete,1972-03-29,1972-04-02,,,,
514,2,markl1977,digitized-discrete,1972-04-27,1972-05-01,,,,
514,3,markl1977,digitized-discrete,1972-05-28,1972-06-01,,,,
514,4,markl1977,digitized-discrete,1972-06-27,1972-07-01,,,,
514,5,markl1977,digitized-discrete,1972-07-27,1972-08-01,,,,
514,6,markl1977,digitized-discrete,1972-08-28,1972-09-01,,,,
514,7,markl1977,digitized-discrete,1972-09-29,1972-10-03,,,,
514,8,markl1977,digitized-discrete,1972-10-30,1972-11-02,,,,
514,9,markl1977,digitized-discrete,1973-03-30,1973-04-03,,,,
514,10,markl1977,digitized-discrete,1973-04-30,1973-05-03,,,,
514,11,markl1977,digitized-discrete,1973-06-01,1973-06-07,,,,
514,12,markl1977,digitized-discrete,1973-06-30,1973-07-04,,,,
514,13,markl1977,digitized-discrete,1973-07-30,1973-08-03,,,,
514,14,markl1977,digitized-discrete,1973-08-31,1973-09-04,,,,
514,15,markl1977,digitized-discrete,1973-09-30,1973-10-03,,,,
514,16,markl1977,digitized-discrete,1974-04-01,1974-04-04,,,,
514,17,markl1977,digitized-discrete,1974-05-01,1974-05-04,,,,
514,18,markl1977,digitized-discrete,1974-06-01,1974-06-04,,,,
514,19,markl1977,digitized-discrete,1974-06-28,1974-07-01,,,,
514,20,markl1977,digitized-discrete,1974-08-01,1974-08-05,,,,
514,21,markl1977,digitized-discrete,1974-08-31,1974-09-03,,,,
514,22,markl1977,digitized-discrete,1974-09-28,1974-10-03,,,,
515,1,markl1977,digitized-discrete,1976-03-27,1976-03-31,,,,
515,2,markl1977,digitized-discrete,1976-04-28,1976-05-01,,,,
515,3,markl1977,digitized-discrete,1976-05-06,1976-05-10,,,,
515,4,markl1977,digitized-discrete,1976-05-25,1976-05-29,,,,
515,5,markl1977,digitized-discrete,1976-06-28,1976-07-04,,,,
515,6,markl1977,digitized-discrete,1976-07-10,1976-07-15,,,,
515,7,markl1977,digitized-discrete,1976-08-01,1976-08-05,,,,
515,8,markl1977,digitized-discrete,1976-09-18,1976-09-21,,,,
516,1,markl1977,digitized-discrete,1976-03-28,1976-03-31,,,,
516,2,markl1977,digitized-discrete,1976-04-30,1976-05-03,,,,
516,3,markl1977,digitized-discrete,1976-05-09,1976-05-13,,,,
516,4,markl1977,digitized-discrete,1976-05-26,1976-05-29,,,,
516,5,markl1977,digitized-discrete,1976-06-16,1976-06-19,,,,
516,6,markl1977,digitized-discrete,1976-06-30,1976-07-03,,,,
516,7,markl1977,digitized-discrete,1976-07-11,1976-07-14,,,,
516,8,markl1977,digitized-discrete,1976-08-19,1976-08-22,,,,
516,9,markl1977,digitized-discrete,1976-09-18,1976-09-22,,,,
517,1,markl1977,digitized-discrete,1976-03-28,1976-04-02,,,,
517,2,markl1977,digitized-discrete,1976-05-08,1976-05-12,,,,
517,3,markl1977,digitized-discrete,1976-05-27,1976-05-30,,,,
517,4,markl1977,digitized-discrete,1976-06-15,1976-06-21,,,,
517,5,markl1977,digitized-discrete,1976-06-30,1976-07-03,,,,
517,6,markl1977,digitized-discrete,1976-07-12,1976-07-15,,,,
517,7,markl1977,digitized-discrete,1976-07-22,1976-07-25,,,,
517,8,markl1977,digitized-discrete,1976-08-02,1976-08-05,,,,
517,9,markl1977,digitized-discrete,1976-08-10,1976-08-13,,,,
518,1,markl1977,digitized-discrete,1976-06-16,1976-06-19,,,,
518,2,markl1977,digitized-discrete,1976-06-29,1976-07-03,,,,
518,3,markl1977,digitized-discrete,1976-07-10,1976-07-14,,,,
518,4,markl1977,digitized-discrete,1976-07-21,1976-07-24,,,,
518,5,markl1977,digitized-discrete,1976-08-02,1976-08-05,,,,
518,6,markl1977,digitized-discrete,1976-08-10,1976-08-13,,,,
518,7,markl1977,digitized-discrete,1976-08-18,1976-08-21,,,,
518,8,markl1977,digitized-discrete,1976-08-27,1976-08-31,,,,
518,9,markl1977,digitized-discrete,1976-09-07,1976-09-10,,,,
518,10,markl1977,digitized-discrete,1976-09-17,1976-09-21,,,,
518,11,markl1977,digitized-discrete,1976-10-04,1976-10-08,,,,
519,1,markl1977,digitized-discrete,1976-06-18,1976-06-22,,,,
519,2,markl1977,digitized-discrete,1976-07-01,1976-07-05,,,,
519,3,markl1977,digitized-discrete,1976-07-11,1976-07-15,,,,
519,4,markl1977,digitized-discrete,1976-07-20,1976-07-24,,,,
519,5,markl1977,digitized-discrete,1976-08-03,1976-08-06,,,,
519,6,markl1977,digitized-discrete,1976-08-11,1976-08-14,,,,
519,7,markl1977,digitized-discrete,1976-08-20,1976-08-23,,,,
519,8,markl1977,digitized-discrete,1976-08-30,1976-09-02,,,,
519,9,markl1977,digitized-discrete,1976-09-09,1976-09-12,,,,
519,10,markl1977,digitized-discrete,1976-09-19,1976-09-21,,,,
519,11,markl1977,digitized-discrete,1976-10-04,1976-10-08,,,,
520,1,shao1990,published,1987-08-14,1987-08-14,,,,
520,2,shao1990,published,1987-08-26,1987-08-26,,,,
521,1,yao1992,published,1990-09-01,1990-09-30,,,,
522,1,yao1992,published,1990-09-01,1990-09-30,,,,
523,1,su1998,published,1988-07-17,1988-07-17,,,,
524,1,su1998,published,1988-07-17,1988-07-17,,,,
525,1,su1998,published,1989-09-13,1989-09-13,,,,
526,1,wang1987,digitized-discrete,1981-06-26,1981-06-26,,,,date_min/date_max: su1998
527,1,wang1987,digitized-discrete,1981-06-26,1981-06-26,,,,date_min/date_max: su1998
528,1,su1998,published,1987-08-22,1987-08-22,,,,
529,1,pu1995,digitized-continuous,1992-10-01,1992-10-01,,,,
529,2,pu1995,digitized-continuous,1993-05-22,1993-05-22,,,,
530,1,wang2017,digitized-discrete,2008-08-01,2008-08-15,,,,
531,1,wang2017,digitized-discrete,2008-08-01,2008-08-15,,,,
532,1,wang2017,digitized-discrete,2008-08-01,2008-08-15,,,,
533,1,watanabe1984,published,1981-11-01,1981-11-30,,,,measurement_origin: Specific temperature of -1 °C comes from iida1984 as watanabe1984 only state 'slightly below 0 °C'
534,1,watanabe1984,published,1982-10-15,1982-10-31,,,,
535,1,kawamura1989,digitized-discrete,1987-05-01,1987-05-15,,,,
536,1,matsuoka1999,published,1996-12-04,1996-12-05,,,,measurement_origin: Boundaries of wet (0 °C) and frozen (-0.1 °C) snow/firn in Figure 4
537,1,vilesov1962,published,1957-07-24,1957-07-31,,,,
537,2,vilesov1962,published,1957-08-01,1957-08-31,,,,
537,3,vilesov1962,published,1957-09-01,1957-09-30,,,,
537,4,vilesov1962,published,1957-10-01,1957-10-31,,,,
537,5,vilesov1962,published,1957-11-01,1957-11-30,,,,
537,6,vilesov1962,published,1957-12-01,1957-12-31,,,,
537,7,vilesov1962,published,1958-01-01,1958-01-31,,,,
537,8,vilesov1962,published,1958-02-01,1958-02-28,,,,
537,9,vilesov1962,published,1958-03-01,1958-03-31,,,,
537,10,vilesov1962,published,1958-04-01,1958-04-30,,,,
537,11,vilesov1962,published,1958-05-01,1958-05-31,,,,
537,12,vilesov1962,published,1958-06-01,1958-06-30,,,,
537,13,vilesov1962,published,1958-07-01,1958-07-31,,,,
537,14,vilesov1962,published,1958-08-01,1958-08-31,,,,
537,15,vilesov1962,published,1958-09-01,1958-09-30,,,,
537,16,vilesov1962,published,1958-10-01,1958-10-31,,,,
537,17,vilesov1962,published,1958-11-01,1958-11-30,,,,
537,18,vilesov1962,published,1958-12-01,1958-12-31,,,,
537,19,vilesov1962,published,1959-01-01,1959-01-31,,,,
537,20,vilesov1962,published,1959-02-01,1959-02-28,,,,
537,21,vilesov1962,published,1959-03-01,1959-03-31,,,,
537,22,vilesov1962,published,1959-04-01,1959-04-25,,,,
538,1,plam1962,published,1958-12-01,1958-12-31,,,,
538,2,plam1962,published,1959-01-01,1959-01-31,,,,
538,3,plam1962,published,1959-02-01,1959-02-28,,,,
538,4,plam1962,published,1959-03-01,1959-03-31,,,,
538,5,plam1962,published,1959-04-01,1959-04-30,,,,
538,6,plam1962,published,1959-05-01,1959-05-31,,,,
539,1,plam1962,published,1958-12-01,1958-12-31,,,,
539,2,plam1962,published,1959-01-01,1959-01-31,,,,
539,3,plam1962,published,1959-02-01,1959-02-28,,,,
539,4,plam1962,published,1959-03-01,1959-03-31,,,,
539,5,plam1962,published,1959-04-01,1959-04-30,,,,
539,6,plam1962,published,1959-05-01,1959-05-31,,,,
540,1,plam1962,published,1958-12-01,1958-12-31,,,,
540,2,plam1962,published,1959-01-01,1959-01-31,,,,
540,3,plam1962,published,1959-02-01,1959-02-28,,,,
540,4,plam1962,published,1959-03-01,1959-03-31,,,,
540,5,plam1962,published,1959-04-01,1959-04-30,,,,
540,6,plam1962,published,1959-05-01,1959-05-31,,,,
541,1,morev1988,published,1982-03-01,1982-03-31,,,false,
541,2,morev1988,published,1983-04-01,1983-04-30,,,true,
541,3,morev1988,published,1984-05-01,1984-05-31,,,true,
541,4,morev1988,published,1985-05-01,1985-05-31,,,true,
542,1,zagorodnov1989,digitized-discrete,1986-07-10,1986-07-13,,,,
543,1,vilesov1962a,published,1957-08-11,1957-08-31,,,true,
543,2,vilesov1962a,published,1957-09-01,1957-09-30,,,true,
543,3,vilesov1962a,published,1957-10-01,1957-10-31,,,true,
543,4,vilesov1962a,published,1957-11-01,1957-11-30,,,true,
543,5,vilesov1962a,published,1957-12-01,1957-12-31,,,true,
543,6,vilesov1962a,published,1958-01-01,1958-01-31,,,true,
543,7,vilesov1962a,published,1958-02-01,1958-02-28,,,true,
543,8,vilesov1962a,published,1958-03-01,1958-03-31,,,true,
543,9,vilesov1962a,published,1958-04-01,1958-04-30,,,true,
543,10,vilesov1962a,published,1958-05-01,1958-05-31,,,true,
543,11,vilesov1962a,published,1958-06-01,1958-06-30,,,true,
543,12,vilesov1962a,published,1958-07-01,1958-07-31,,,true,
543,13,vilesov1962a,published,1958-08-01,1958-08-31,,,true,
543,14,vilesov1962a,published,1958-09-01,1958-09-30,,,true,
543,15,vilesov1962a,published,1958-10-01,1958-10-31,,,true,
543,16,vilesov1962a,published,1958-11-01,1958-11-30,,,true,
543,17,vilesov1962a,published,1958-12-01,1958-12-31,,,true,
543,18,vilesov1962a,published,1959-01-01,1959-01-31,,,true,
543,19,vilesov1962a,published,1959-02-01,1959-02-28,,,true,
543,20,vilesov1962a,published,1959-03-01,1959-03-31,,,true,
543,21,vilesov1962a,published,1959-04-01,1959-04-30,,,true,
543,22,vilesov1962a,published,1959-05-01,1959-05-31,,,true,
543,23,vilesov1962a,published,1959-06-01,1959-06-30,,,true,
543,24,vilesov1962a,published,1959-07-01,1959-07-31,,,true,
543,25,vilesov1962a,published,1959-08-01,1959-08-31,,,true,
543,26,vilesov1962a,published,1959-09-01,1959-09-30,,,true,
543,27,vilesov1962a,published,1959-10-01,1959-10-31,,,true,
543,28,vilesov1962a,published,1959-11-01,1959-11-30,,,true,
543,29,vilesov1962a,published,1959-12-01,1959-12-31,,,true,
544,1,vilesov1962b,published,1957-08-21,1957-08-31,,,true,
544,2,vilesov1962b,published,1957-09-01,1957-09-30,,,true,
544,3,vilesov1962b,published,1957-10-01,1957-10-31,,,true,
544,4,vilesov1962b,published,1957-11-01,1957-11-30,,,true,
544,5,vilesov1962b,published,1957-12-01,1957-12-31,,,true,
544,6,vilesov1962b,published,1958-01-01,1958-01-31,,,true,
544,7,vilesov1962b,published,1958-02-01,1958-02-28,,,true,
544,8,vilesov1962b,published,1958-03-01,1958-03-31,,,true,
544,9,vilesov1962b,published,1958-04-01,1958-04-30,,,true,
544,10,vilesov1962b,published,1958-05-01,1958-05-31,,,true,
544,11,vilesov1962b,published,1958-06-01,1958-06-30,,,true,
544,12,vilesov1962b,published,1958-07-01,1958-07-31,,,true,
544,13,vilesov1962b,published,1958-08-01,1958-08-31,,,true,
544,14,vilesov1962b,published,1958-09-01,1958-09-30,,,true,
544,15,vilesov1962b,published,1958-10-01,1958-10-31,,,true,
544,16,vilesov1962b,published,1958-11-01,1958-11-30,,,true,
544,17,vilesov1962b,published,1958-12-01,1958-12-31,,,true,
544,18,vilesov1962b,published,1959-01-01,1959-01-31,,,true,
544,19,vilesov1962b,published,1959-02-01,1959-02-28,,,true,
544,20,vilesov1962b,published,1959-03-01,1959-03-31,,,true,
544,21,vilesov1962b,published,1959-04-01,1959-04-30,,,true,
544,22,vilesov1962b,published,1959-05-01,1959-05-31,,,true,
544,23,vilesov1962b,published,1959-06-01,1959-06-30,,,true,
544,24,vilesov1962b,published,1959-07-01,1959-07-31,,,true,
544,25,vilesov1962b,published,1959-08-01,1959-08-31,,,true,
544,26,vilesov1962b,published,1959-09-01,1959-09-30,,,true,
544,27,vilesov1962b,published,1959-10-01,1959-10-31,,,true,
544,28,vilesov1962b,published,1959-11-01,1959-11-30,,,true,
544,29,vilesov1962b,published,1959-12-01,1959-12-30,,,true,
545,1,vilesov1962b,published,1957-10-01,1957-10-31,,,true,
545,2,vilesov1962b,published,1957-11-01,1957-11-30,,,true,
545,3,vilesov1962b,published,1957-12-01,1957-12-31,,,true,
545,4,vilesov1962b,published,1958-01-01,1958-01-31,,,true,
545,5,vilesov1962b,published,1958-02-01,1958-02-28,,,true,
545,6,vilesov1962b,published,1958-03-01,1958-03-31,,,true,
545,7,vilesov1962b,published,1958-04-01,1958-04-30,,,true,
545,8,vilesov1962b,published,1958-05-01,1958-05-31,,,true,
545,9,vilesov1962b,published,1958-06-01,1958-06-30,,,true,
545,10,vilesov1962b,published,1958-07-01,1958-07-31,,,true,
545,11,vilesov1962b,published,1958-08-01,1958-08-31,,,true,
545,12,vilesov1962b,published,1958-09-01,1958-09-30,,,true,
545,13,vilesov1962b,published,1958-10-01,1958-10-31,,,true,
545,14,vilesov1962b,published,1958-11-01,1958-11-30,,,true,
545,15,vilesov1962b,published,1958-12-01,1958-12-31,,,true,
545,16,vilesov1962b,published,1959-01-01,1959-01-31,,,true,
545,17,vilesov1962b,published,1959-02-01,1959-02-28,,,true,
545,18,vilesov1962b,published,1959-03-01,1959-03-31,,,true,
545,19,vilesov1962b,published,1959-04-01,1959-04-30,,,true,
545,20,vilesov1962b,published,1959-05-01,1959-05-31,,,true,
545,21,vilesov1962b,published,1959-06-01,1959-06-30,,,true,
545,22,vilesov1962b,published,1959-07-01,1959-07-31,,,true,
545,23,vilesov1962b,published,1959-08-01,1959-08-31,,,true,
545,24,vilesov1962b,published,1959-09-01,1959-09-30,,,true,
545,25,vilesov1962b,published,1959-10-01,1959-10-31,,,true,
545,26,vilesov1962b,published,1959-11-01,1959-11-30,,,true,
545,27,vilesov1962b,published,1959-12-01,1959-12-31,,,true,
546,1,vilesov1962a,published,1958-09-16,1958-09-30,,,true,
546,2,vilesov1962a,published,1958-10-01,1958-10-31,,,true,
546,3,vilesov1962a,published,1958-11-01,1958-11-30,,,true,
546,4,vilesov1962a,published,1958-12-01,1958-12-31,,,true,
546,5,vilesov1962a,published,1959-01-01,1959-01-31,,,true,
546,6,vilesov1962a,published,1959-02-01,1959-02-28,,,true,
546,7,vilesov1962a,published,1959-03-01,1959-03-31,,,true,
546,8,vilesov1962a,published,1959-04-01,1959-04-30,,,true,
546,9,vilesov1962a,published,1959-05-01,1959-05-31,,,true,
546,10,vilesov1962a,published,1959-06-01,1959-06-30,,,true,
546,11,vilesov1962a,published,1959-07-01,1959-07-31,,,true,
546,12,vilesov1962a,published,1959-08-01,1959-08-31,,,true,
547,1,psareva1968,digitized-discrete,1966-06-01,1966-08-31,,,,
548,1,vasilenko1988,published,1985-07-23,1985-07-23,14:00:00,,false,
548,2,vasilenko1988,published,1985-07-23,1985-07-23,17:00:00,,false,
548,3,vasilenko1988,published,1985-07-24,1985-07-24,10:30:00,,,
548,4,vasilenko1988,published,1985-07-24,1985-07-24,21:00:00,,,
550,1,aristarain1981,published,1976-01-01,1976-01-31,,,,"measurement_origin: 'unpublished work by R. E. Dalinger, P. Skvarca, and A. J. Aristarain'"
551,1,aristarain1981,published,1977-12-01,1977-12-31,,,,
552,1,marchenko2017,digitized-continuous,2012-05-10,2012-05-10,,,,measurement.depth: Relative to glacier surface in April 2012
552,2,marchenko2017,digitized-continuous,2012-06-04,2012-06-04,,,,measurement.depth: Relative to glacier surface in April 2012
552,3,marchenko2017,digitized-continuous,2012-06-15,2012-06-15,,,,measurement.depth: Relative to glacier surface in April 2012
