borehole_id,id,source_id,measurement_origin,date_min,date_max,time,utc_offset,equilibrium,notes
693,7,razumeiko1963,published,1959-05-25,1959-05-25,,,,Snow thickness 0.96 m
693,8,razumeiko1963,published,1959-06-05,1959-06-05,,,,Snow thickness 0.6 m
693,9,razumeiko1963,published,1959-07-01,1959-07-01,,,,Snow thickness 0.4 m
693,10,razumeiko1963,published,1959-07-01,1959-07-01,,,,Snow thickness 0.0 m
694,1,razumeiko1963,published,1958-10-23,1958-10-23,,,,Snow thickness 0.2 m
694,2,razumeiko1963,published,1958-12-23,1958-12-23,,,,Snow thickness 0.5 m
694,3,razumeiko1963,published,1959-03-11,1959-03-11,,,,Snow thickness 0.8 m
694,4,razumeiko1963,published,1959-03-27,1959-03-27,,,,Snow thickness 0.8 m
694,5,razumeiko1963,published,1959-04-19,1959-04-19,,,,Snow thickness 0.9 m
694,6,razumeiko1963,published,1959-05-04,1959-05-04,,,,Snow thickness 1.1 m
694,7,razumeiko1963,published,1959-05-24,1959-05-24,,,,Snow thickness 1.0 m
694,8,razumeiko1963,published,1959-06-09,1959-06-09,,,,Snow thickness 0.8 m
694,9,razumeiko1963,published,1959-07-01,1959-07-01,,,,Snow thickness 0.6 m
694,10,razumeiko1963,published,1959-07-27,1959-07-27,,,,Snow thickness 0.0 m
695,1,razumeiko1963,published,1958-10-14,1958-10-14,,,,Snow thickness 0.0 m
695,2,razumeiko1963,published,1959-04-24,1959-04-24,,,,Snow thickness 0.0 m
695,3,razumeiko1963,published,1959-05-04,1959-05-04,,,,Snow thickness 0.0 m
695,4,razumeiko1963,published,1959-05-24,1959-05-24,,,,Snow thickness 0.0 m
695,5,razumeiko1963,published,1959-06-09,1959-06-09,,,,Snow thickness 0.0 m
695,6,razumeiko1963,published,1959-07-01,1959-07-01,,,,Snow thickness 0.0 m
695,7,razumeiko1963,published,1959-07-27,1959-07-27,,,,Snow thickness 0.0 m
696,1,razumeiko1963,published,1958-07-05,1958-07-05,,,,Snow thickness 0.1 m
696,2,razumeiko1963,published,1958-10-19,1958-10-19,,,,Snow thickness 0.6 m
696,3,razumeiko1963,published,1959-04-21,1959-04-21,,,,Snow thickness 1.1 m
696,4,razumeiko1963,published,1959-05-04,1959-05-04,,,,Snow thickness 1.1 m
696,5,razumeiko1963,published,1959-05-25,1959-05-25,,,,Snow thickness 1.32 m
696,6,razumeiko1963,published,1959-06-09,1959-06-09,,,,Snow thickness 1.2 m
696,7,razumeiko1963,published,1959-07-01,1959-07-01,,,,Snow thickness 1.0 m
696,8,razumeiko1963,published,1959-07-27,1959-07-27,,,,Snow thickness 0.0 m
697,1,razumeiko1963,published,1959-04-13,1959-04-13,13:00:00,,,Snow thickness 0.85 m
697,2,razumeiko1963,published,1959-04-14,1959-04-14,13:00:00,,,Snow thickness 0.85 m
697,3,razumeiko1963,published,1959-04-15,1959-04-15,13:00:00,,,Snow thickness 0.85 m
697,4,razumeiko1963,published,1959-04-16,1959-04-16,13:00:00,,,Snow thickness 0.85 m
697,5,razumeiko1963,published,1959-04-17,1959-04-17,14:00:00,,,Snow thickness 0.85 m
697,6,razumeiko1963,published,1959-04-18,1959-04-18,13:00:00,,,Snow thickness 0.85 m
697,7,razumeiko1963,published,1959-04-19,1959-04-19,13:00:00,,,Snow thickness 0.85 m
697,8,razumeiko1963,published,1959-06-22,1959-06-22,01:00:00,,,Snow thickness 0.87 m
697,9,razumeiko1963,published,1959-06-22,1959-06-22,14:00:00,,,Snow thickness 0.87 m
697,10,razumeiko1963,published,1959-06-23,1959-06-23,14:00:00,,,Snow thickness 0.87 m
697,11,razumeiko1963,published,1959-06-24,1959-06-24,17:00:00,,,Snow thickness 0.87 m
697,12,razumeiko1963,published,1959-06-25,1959-06-25,13:00:00,,,Snow thickness 0.87 m
697,13,razumeiko1963,published,1959-06-28,1959-06-28,09:00:00,,,Snow thickness 0.87 m
698,1,razumeiko1963,published,1958-05-18,1958-05-18,,,,Snow thickness 0.38 m | Firn thickness 0.10 m
699,1,razumeiko1963,published,1958-05-26,1958-05-26,,,,Snow thickness 0.40 m | Firn thickness 0.00 m
700,1,razumeiko1963,published,1958-05-30,1958-05-30,,,,Snow thickness 0.22 m | Firn thickness 0.05 m
701,1,razumeiko1963,published,1958-06-02,1958-06-02,,,,Snow thickness 0.60 m | Firn thickness 0.025 m
702,1,razumeiko1963,published,1958-06-05,1958-06-05,,,,Snow thickness 0.19 m | Firn thickness 0.01 m
703,1,razumeiko1963,published,1958-06-08,1958-06-08,,,,Snow thickness 0.20 m | Firn thickness 0.01 m
704,1,razumeiko1963,published,1958-06-18,1958-06-18,,,,Snow thickness 0.60 m | Firn thickness 0.04 m
705,1,razumeiko1963,published,1958-06-19,1958-06-19,,,,Snow thickness 1.50 m | First 0.5 m interlayered firn and ice
706,1,razumeiko1963,published,1958-06-22,1958-06-22,,,,Snow thickness 0.38 m | Firn thickness 0.31 m
707,1,razumeiko1963,published,1958-07-05,1958-07-05,,,,Snow thickness 0.10 m | Firn thickness 0.00 m
708,1,razumeiko1963,published,1958-10-14,1958-10-14,,,,Snow thickness 0.00 m | Firn thickness 0.00 m
709,1,razumeiko1963,published,1958-10-16,1958-10-16,,,,Snow thickness 0.50 m | Firn thickness 0.10 m
710,1,razumeiko1963,published,1958-10-19,1958-10-19,,,,Snow thickness 0.60 m | Firn thickness 0.00 m
711,1,razumeiko1963,published,1958-10-22,1958-10-22,,,,Snow thickness 0.70 m | Firn thickness 0.00 m
712,1,razumeiko1963,published,1958-10-23,1958-10-23,,,,Snow thickness 0.20 m | Firn thickness 0.00 m
713,1,razumeiko1963,published,1958-10-24,1958-10-24,,,,Snow thickness 0.30 m | Firn thickness 0.00 m
714,1,razumeiko1963,published,1959-05-18,1959-05-18,,,,Snow thickness 0.85 m | Firn thickness 0.04 m
715,1,razumeiko1963,published,1959-05-19,1959-05-19,,,,Snow thickness 3.0 m (2.5 m 1959 and 0.5 m 1958) | Remainder is mixture of firn and ice
716,1,razumeiko1963,published,1959-04-21,1959-04-21,,,,Snow thickness 1.10 m | Firn thickness 0.00 m
717,1,razumeiko1963,published,1959-04-22,1959-04-22,,,,Snow thickness 0.00 m | Firn thickness 0.00 m
718,1,khmelevskoy1964,published,1958-01-19,1958-01-31,,,true,Snow thickness 1.0 m
718,2,khmelevskoy1964,published,1958-02-01,1958-02-28,,,true,Snow thickness 1.05 m
718,3,khmelevskoy1964,published,1958-03-01,1958-03-31,,,true,Snow thickness 1.19 m
718,4,khmelevskoy1964,published,1958-04-01,1958-04-30,,,true,Snow thickness 1.34 m
718,5,khmelevskoy1964,published,1958-05-01,1958-05-31,,,true,Snow thickness 1.47 m
718,6,khmelevskoy1964,published,1958-06-01,1958-06-30,,,true,Snow thickness 1.70 m
718,7,khmelevskoy1964,published,1958-07-01,1958-07-31,,,true,Snow thickness 1.50 m
718,8,khmelevskoy1964,published,1958-08-01,1958-08-31,,,true,Snow thickness 0.18 m
718,9,khmelevskoy1964,published,1958-09-01,1958-09-21,,,true,Snow thickness 0.33 m
718,10,khmelevskoy1964,published,1958-11-11,1958-11-30,,,true,Snow thickness 1.20 m
718,11,khmelevskoy1964,published,1958-12-01,1958-12-31,,,true,Snow thickness 1.23 m
718,12,khmelevskoy1964,published,1959-01-01,1959-01-31,,,true,Snow thickness 1.20 m
718,13,khmelevskoy1964,published,1959-02-01,1959-02-28,,,true,Snow thickness 1.20 m
719,1,khmelevskoy1964,published,1958-06-27,1958-06-27,,,,
720,1,khmelevskoy1963,published,1958-05-26,1958-05-31,,,true,Snow thickness 0.13 m
720,2,khmelevskoy1963,published,1958-06-01,1958-06-30,,,true,Snow thickness 0.16 m
720,3,khmelevskoy1963,published,1958-07-01,1958-07-31,,,true,Snow thickness 0.00 m
720,4,khmelevskoy1963,published,1958-08-01,1958-08-31,,,true,Snow thickness 0.15 m | measurement.depth: Shifted by 0.9 m to account for ablation during previous month
720,5,khmelevskoy1963,published,1958-09-01,1958-09-25,,,true,Snow thickness 0.46 m
720,6,khmelevskoy1963,published,1958-10-09,1958-10-28,,,true,Snow thickness 0.56 m
720,7,khmelevskoy1963,published,1958-11-01,1958-11-30,,,true,Snow thickness 0.69 m
720,8,khmelevskoy1963,published,1958-12-01,1958-12-31,,,true,Snow thickness 0.74 m
720,9,khmelevskoy1963,published,1959-01-01,1959-01-31,,,true,Snow thickness 0.74 m
720,10,khmelevskoy1963,published,1959-02-01,1959-02-28,,,true,Snow thickness 0.74 m
720,11,khmelevskoy1963,published,1959-03-01,1959-03-31,,,true,Snow thickness 0.74 m
721,1,khmelevskoy1963,published,1959-04-01,1959-04-01,13:00:00,,,Snow thickness 1.15 m
722,1,khmelevskoy1963,published,1959-04-02,1959-04-02,12:30:00,,,Snow thickness 1.30 m
723,1,khmelevskoy1963,published,1959-04-04,1959-04-04,10:50:00,,,Snow thickness 1.20 m
724,1,khmelevskoy1963,published,1959-04-05,1959-04-05,11:00:00,,,Snow thickness 0.75 m
725,1,khmelevskoy1963,published,1959-04-06,1959-04-06,08:30:00,,,Snow thickness 0.70 m
726,1,khmelevskoy1963,published,1959-04-07,1959-04-07,11:00:00,,,Snow thickness 1.70 m
727,1,khmelevskoy1963,published,1959-04-08,1959-04-08,12:30:00,,,Snow thickness 0.80 m
728,1,khmelevskoy1963,published,1959-04-09,1959-04-09,10:50:00,,,Snow thickness 0.40 m
729,1,khmelevskoy1963,published,1959-04-14,1959-04-14,08:30:00,,,Snow thickness 0.30 m
730,1,khmelevskoy1963,published,1959-04-15,1959-04-15,10:50:00,,,Snow thickness 0.35 m
731,1,khmelevskoy1963,published,1959-04-16,1959-04-16,07:30:00,,,Snow thickness 0.20 m
732,1,khmelevskoy1963,published,1959-04-16,1959-04-16,14:50:00,,,Snow thickness 0.45 m
733,1,khmelevskoy1963,published,1959-04-18,1959-04-18,11:30:00,,,Snow thickness 0.00 m
734,1,blatter1985,published,1975-06-26,1975-07-26,,,true,
735,1,blatter1985,published,1975-06-26,1975-07-26,,,true,
736,1,blatter1985,published,1975-07-07,1975-08-07,,,true,
737,1,blatter1985,published,1975-07-23,1975-08-23,,,true,
738,1,blatter1985,published,1975-07-24,1975-08-24,,,true,
739,1,blatter1985,published,1976-07-03,1976-08-03,,,true,
740,1,blatter1985,published,1976-07-08,1976-08-08,,,true,Temperatures at 70-100 m depth average of two thermistors (maximum difference 0.4 °C)
741,1,blatter1985,published,1977-06-12,1977-07-12,,,true,
742,1,blatter1985,published,1977-06-24,1977-07-24,,,true,
743,1,blatter1985,published,1977-07-05,1977-08-05,,,true,
744,1,blatter1985,published,1977-07-15,1977-08-15,,,true,
745,1,blatter1985,published,1979-07-23,1979-08-23,,,true,
746,1,blatter1985,published,1980-05-22,1980-06-22,,,true,
747,1,blatter1985,published,1980-05-28,1980-06-28,,,true,Temperatures at 10 m depth average of two thermistors (difference 0.8 °C)
748,1,blatter1985,published,1980-05-23,1980-06-23,,,true,
749,1,blatter1985,published,1980-05-29,1980-06-29,,,true,
750,1,blatter1985,published,1980-05-26,1980-06-26,,,true,
751,1,blatter1985,published,1980-05-26,1980-06-26,,,true,
752,1,li2017,digitized-discrete,2014-05-04,2015-12-31,,,,
753,1,hager2002,published,2001-08-20,2001-08-21,,,true,
754,1,hager2002,published,2001-08-21,2001-08-21,,,false,"Measured to 4 m depth, beyond which water from redrilling filled the borehole"
755,1,hager2002,published,2001-08-21,2001-08-21,,,estimated,equilibrium: Achieved by extrapolation but only reliably (r > 0.9) at depths ≥ 10 m
756,1,hager2002,published,2001-08-22,2001-08-23,,,estimated,equilibrium: Achieved by extrapolation but only reliably (r > 0.9) at depths ≥ 4 m
757,1,hager2002,published,2001-08-21,2001-08-22,,,estimated,equilibrium: Achieved by extrapolation but only reliably (r > 0.9) at depths ≥ 8 m
758,1,hager2002,published,2001-08-23,2001-08-23,,,estimated,equilibrium: Achieved by extrapolation but only reliably (r > 0.9) at depths ≥ 4 m
759,1,hager2002,published,2001-08-24,2001-08-24,,,false,equilibrium: Attempted by extrapolation but unreliable (r < 0.9) at all depths | Water from redrilling beyond 16 m depth
760,1,hager2002,published,2001-08-21,2001-08-22,,,true,
761,1,hager2002,published,2001-08-22,2001-08-23,,,false,equilibrium: Borehole filled with meltwater
762,1,machguth2023,published,1987-06-30,1987-06-30,,,,Profile I in mikhalenko1989 (Figure 3)
762,2,machguth2023,published,1987-07-15,1987-07-15,,,,Profile II in mikhalenko1989 (Figure 3)
762,3,machguth2023,published,1987-08-18,1987-08-18,,,,Profile IV in mikhalenko1989 (Figure 3) | date_min/date_max: mikhalenko1989 ('08.07.1987' in machguth2023 believed to be an error)
763,1,machguth2023,published,1990-07-23,1990-07-23,,,,
764,1,machguth2023,published,2003-06-11,2003-06-11,,,,
764,2,machguth2023,published,2003-06-12,2003-06-12,,,,
764,3,machguth2023,published,2003-06-13,2003-06-13,,,,
764,4,machguth2023,published,2003-06-14,2003-06-14,,,,
765,1,machguth2023,published,2003-06-03,2003-06-03,,,,label: core2003_4600_22m | measurement_origin: Also shown (but not labeled) in mikhalenko2005a (Figure 11)
766,1882,machguth2023,published,2023-08-01,2023-08-01,,,true,
767,1,tsutaki2017,digitized-discrete,2014-08-03,2014-08-03,,,true,
768,1,tsutaki2017,digitized-discrete,2014-08-03,2014-08-03,,,true,
769,1,tsutaki2017,digitized-discrete,2014-08-03,2014-08-03,,,true,
770,1,vimeux2008,published,2005-03-01,2005-03-31,,,,
771,1,matsuda2004,digitized-discrete,2002-06-16,2002-06-16,,,,
771,2,matsuda2004,digitized-discrete,2002-07-01,2002-07-01,,,true,
771,3,matsuda2004,digitized-discrete,2002-08-01,2002-08-01,,,true,
771,4,matsuda2004,digitized-discrete,2002-09-01,2002-09-01,,,true,
772,1,fristrup1960,digitized-continuous,1957-06-12,1957-06-12,,,,
772,2,fristrup1960,digitized-continuous,1957-07-10,1957-07-10,,,,
772,3,fristrup1960,digitized-continuous,1957-08-17,1957-08-17,,,,
772,4,fristrup1960,digitized-continuous,1957-09-02,1957-09-02,,,,
773,1,fristrup1960,digitized-continuous,1957-06-27,1957-06-27,,,,
773,2,fristrup1960,digitized-continuous,1957-07-15,1957-07-15,,,,
773,3,fristrup1960,digitized-continuous,1957-08-18,1957-08-18,,,,
773,4,fristrup1960,digitized-continuous,1957-09-02,1957-09-02,,,,
774,1,fristrup1960,digitized-continuous,1957-08-01,1957-08-31,,,,date_min/date_max: fristrup1961
775,1,fristrup1960,digitized-continuous,1957-08-01,1957-08-31,,,,date_min/date_max: fristrup1961
776,1,fristrup1960,digitized-continuous,1958-08-01,1958-08-31,,,,date_min/date_max: fristrup1961
777,1,barandun2024,submitted,2013-08-17,2013-08-17,,,true,
778,1,gidrometeoizdat1978,published,1971-01-01,1971-01-31,,,,
779,1,gidrometeoizdat1978,published,1971-05-01,1971-05-31,,,,
780,1,gidrometeoizdat1978,published,1971-07-01,1971-07-15,,,,Based on 'the temperature along the entire section is equal to zero' (Section 1.2.4)
781,1,gidrometeoizdat1978,published,1971-01-01,1971-01-31,,,,
782,1,gidrometeoizdat1978,published,1971-08-01,1971-08-31,,,,Measurements to 6 m depth may be from a shallow borehole drilled next to this borehole | [flag] Temperature increase at 30 m may be due to the proximity of a meltwater-filled cavity (Section 1.2.4)
783,1,blatter1984,digitized-continuous,1978-04-01,1978-04-30,,,true,label: CG77-2/78 in gastaldello2024 | date_min/date_max: haeberli1991 | equilibrium: thermal disturbance from mechanical drilling and snow filling dissipate within 24 hours (haeberli1991)
784,1,ryser2013,digitized-discrete,2008-06-12,2008-06-22,,,estimated,equilibrium: Achieved by extrapolation from 10 days of measurements
785,1,liu1988,published,1987-05-10,1987-05-10,,,,
785,2,liu1988,published,1987-05-16,1987-05-16,,,,
785,3,liu1988,published,1987-05-20,1987-05-20,,,,
785,4,liu1988,published,1987-05-24,1987-05-24,,,,
786,1,liu1988,published,1987-06-05,1987-06-05,,,,
786,2,liu1988,published,1987-06-10,1987-06-10,,,,
787,1,wang1985,digitized-discrete,1978-06-13,1978-06-13,,,true,equilibrium: Reportedly reached on 1978-06-13 ('13日观测时各层温度已恢复正常') and consistent with stability of temperature at 16 m
787,2,wang1985,digitized-discrete,1978-06-30,1978-06-30,,,true,equilibrium: Reportedly reached on 1978-06-13 ('13日观测时各层温度已恢复正常') and consistent with stability of temperature at 16 m
787,3,wang1985,digitized-discrete,1978-07-26,1978-07-26,,,true,equilibrium: Reportedly reached on 1978-06-13 ('13日观测时各层温度已恢复正常') and consistent with stability of temperature at 16 m
788,1,wang1985,digitized-discrete,1978-06-30,1978-06-30,,,,
789,1,wang1985,digitized-discrete,1978-06-30,1978-06-30,,,,
790,1,huang1982,published,1975-07-05,1975-08-26,,,,
791,1,huang1982,published,1975-07-05,1975-08-26,,,,
792,1,huang1982,published,1976-05-23,1976-09-01,,,,
793,1,huang1982,published,1976-05-30,1976-05-30,,,,
794,1,huang1982,published,1963-08-10,1963-08-10,,,,
795,1,huang1982,published,1976-07-31,1976-07-31,,,,
796,1,yuan1982,published,1965-07-01,1965-08-31,,,,
797,1,huang1982a,published,1964-04-19,1964-04-19,19:00:00,,,
797,2,huang1982a,published,1964-04-20,1964-04-20,17:00:00,,,
797,3,huang1982a,published,1964-04-22,1964-04-22,14:00:00,,,
797,4,huang1982a,published,1964-05-05,1964-05-05,14:00:00,,,
799,1,huang1982a,published,1964-04-27,1964-04-27,19:00:00,,false,
799,2,huang1982a,published,1964-05-01,1964-05-01,15:00:00,,,[flag] Warming above 1 m attributed to removal of 0.5 m snow during drilling
799,3,huang1982a,published,1964-05-04,1964-05-04,14:00:00,,,[flag] Cooling (compared to profile 2) but warming (compared to profile 1) above 1 m attributed to 0.1 m of new snow
801,1,huang1982a,published,1964-04-21,1964-04-21,19:00:00,,,
802,1,huang1982,published,1966-05-29,1966-05-29,,,,
803,1,huang1982,published,1966-04-22,1966-04-22,,,,
804,1,huang1982,published,1976-07-17,1976-07-17,,,,
805,1,huang1982,published,1976-07-31,1976-07-31,,,,
806,1,dolgushin1961,digitized-continuous,1959-07-01,1959-07-01,,,,[flag] date_max: Reported as 1959-06-31 (which does not exist) | Digitized the solid line to 4.5 m depth but the dashed line only to 5 m (the depth mentioned in the text) since the dashes may be hypothetical rather than measured
807,1,dolgushin1961,digitized-continuous,1959-07-18,1959-07-18,,,,
808,1,dolgushin1961,digitized-continuous,1948-05-01,1950-12-31,,,,"date_min/date_max: Average for 'summer periods 1948, 1949 and 1949-50'"
809,1,huang1982,published,1962-06-01,1962-09-30,,,,
810,1,huang1982,published,1964-11-01,1966-05-31,,,,
811,1,liu1988,digitized-discrete,1987-06-16,1987-06-16,,,,
812,1,shao1990,published,1987-08-26,1987-08-26,,,,
813,1,zagorodnov1981a,digitized-continuous,1976-07-09,1976-07-09,,,,
814,1,zagorodnov1981a,digitized-continuous,1976-07-19,1976-07-19,,,,
815,1,zagorodnov1981a,digitized-continuous,1976-08-01,1976-08-01,,,,
816,1,classen1970,published,1969-07-22,1969-08-07,,,estimated,equilibrium: Measured after 25-41 days and corrected with a 50-day cooling curve
817,1,classen1970,published,1969-06-01,1969-09-30,,,true,[flag] equilibrium: 'the effect of glycol on ice-temperature measurements is a matter of controversy'
818,1,classen1970,published,1969-06-01,1969-09-30,,,estimated,equilibrium: Measured after 9 days and corrected with a 50-day cooling curve
819,1,classen1971,published,1970-01-01,1970-12-31,,,true,
820,1,classen1971,published,1970-01-01,1970-12-31,,,true,
821,1,crossley1972,digitized-discrete,1968-08-16,1968-08-16,,,,
822,1,crossley1972,digitized-discrete,1968-07-10,1968-07-10,,,,
822,2,crossley1972,digitized-discrete,1968-08-12,1968-08-16,,,,
823,1,crossley1972,digitized-discrete,1968-08-08,1968-08-08,,,,
824,1,crossley1972,digitized-discrete,1968-08-04,1968-08-04,,,,
825,1,clarke1976,published,1974-09-05,1974-09-05,,,,[flag] Melted-out (0 °C) thermistor at 3 m depth indicates surface lowering of 3-6 m since installation (1973-07-19)
826,1,jarvis1975,published,1972-08-05,1972-08-05,20:30:00,-8,,equilibrium: Temperature measured every 2-3 days but uncertainty remained whether the warmer measurements had stabilized | date/time: jarvis1973 (Appendix IX: Table III)
826,2,jarvis1975,published,1973-06-01,1973-09-30,,,,
827,1,motoyama2008,published,1994-09-01,1994-09-30,,,,
