id,source_id,borehole_id,temperature_degC,depth_m,to_bottom
1142,39,122,-1.7090681,3.6135387000000003,
1143,39,122,-1.1347607,10.840616,
1144,39,122,-0.8629723,15.728931,
1145,39,122,-0.5438286999999999,19.954763,
1146,39,122,-0.31964734,24.873192,
1147,39,122,-0.4740554,35.723846,
1148,39,122,-0.47002518,45.841755,
1149,39,122,-1.4770781000000002,67.98472,
1150,39,122,-2.7808564,102.33341,
1151,39,123,-3.9075458,8.463364,
1152,39,123,-2.6738633999999997,13.327423000000001,
1153,39,123,-1.8516169999999998,14.462204000000002,
1154,39,123,-1.345821,13.117464000000002,
1155,39,123,-1.0294329,14.964607,
1156,39,123,-0.7600375,21.245892,
1157,39,123,-0.91770035,25.697533,
1158,39,123,-1.3124511,30.819042,
1159,39,123,-1.5492266000000001,34.650803,
1160,39,123,-1.7068895,39.10244,
1161,39,123,-1.9434150000000001,45.46371,
1162,39,123,-2.132448,52.44986,
1163,39,123,-2.2106857000000004,60.68326999999999,
1164,39,123,-2.3205438,68.92168000000001,
1165,39,123,-2.367224,76.51771,
1166,39,124,-3.6703951,8.425871,
1167,39,124,-2.1835027,15.779449,
1168,39,124,-1.9930948,22.70561,
1169,39,124,-2.0076551,35.355663,
1170,39,124,-2.1803779999999997,47.398334999999996,
1171,39,124,-3.1269176,68.41677,
1172,39,124,-3.994532,88.15796,
1173,39,124,-4.4827056,107.83915,
1174,39,124,-4.8758945,128.77011000000002,
1175,39,124,-5.0162473,148.39632,
1176,39,124,-4.8082175000000005,173.65892,
1177,39,124,-4.4895797,198.27167,
1178,39,125,-2.7697517999999994,11.392405499999999,
1179,39,125,-3.2437923,13.92405,
1180,39,125,-3.8126411,21.518988,
1181,39,125,-4.1918736,31.645569000000002,
1182,39,125,-5.1715574,51.898734999999995,
1183,39,125,-6.182844,77.21519,
1184,39,125,-7.478555,126.582275,
1185,39,125,-7.857787599999999,140.50633,
1186,39,125,-7.984198599999999,162.02531000000002,
1187,39,125,-8.015801,184.81011999999998,
1188,39,125,-7.826185000000001,203.79747,
1189,39,125,-7.541761,217.72151000000002,
1190,39,125,-7.0045147,250.6329,
1191,39,125,-6.024831,292.40506,
1192,39,125,-4.539503599999999,355.6962,
